"Local, total",5426826,5425425,5355303,70122,1401,3560385,3559899,3506724,53175,486,1397245,1396419,1381231,15188,826,469196,469107,467348,1759,89,"Local, total"
Counties,2729922,2717372,2694269,23103,12550,1236732,1225678,1214766,10912,11054,1063501,1062989,1052462,10527,512,429689,428705,427041,1664,984,Counties
Municipalities,2475774,2444634,2404626,40008,31140,2083258,2071474,2036222,35252,11784,334752,332758,328097,4661,1994,57763,40402,40307,95,17361,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Oklahoma,2192263,2192263,2116031,76232,-,1064883,1064883,1007062,57821,-,375235,375235,365960,9275,-,752145,752145,743009,9136,-,Oklahoma
State,1088447,1064310,1036300,28010,24137,232745,228577,213013,15564,4168,284697,265898,260001,5897,18799,571005,569835,563286,6549,1170,State
"Local, total",1128078,1127953,1079731,48222,125,836306,836306,794049,42257,0,109462,109337,105959,3378,125,182310,182310,179723,2587,0,"Local, total"
Counties,364676,364541,357198,7343,135,136840,136840,133338,3502,0,54520,54395,52887,1508,125,173316,173306,170973,2333,10,Counties
Municipalities,763412,763412,722533,40879,0,699466,699466,660711,38755,0,54942,54942,53072,1870,0,9004,9004,8750,254,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Oregon,3307200,3307200,3194364,112836,-,1315596,1315596,1253865,61731,-,775337,775337,739401,35936,-,1216267,1216267,1201098,15169,-,Oregon
State,1683916,1470887,1447997,22890,213029,201686,200417,191603,8814,1269,628204,558782,557262,1520,69422,854026,711688,699132,12556,142338,State
"Local, total",1836834,1836313,1746367,89946,521,1115226,1115179,1062262,52917,47,217019,216555,182139,34416,464,504589,504579,501966,2613,10,"Local, total"
Counties,1035690,1034411,986296,48115,1279,365180,364337,353230,11107,843,168583,168569,134174,34395,14,501927,501505,498892,2613,422,Counties
Municipalities,805763,801902,760071,41831,3861,752125,750842,709032,41810,1283,48141,47986,47965,21,155,5497,3074,3074,0,2423,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,9129304,9129304,8963809,165495,-,3717330,3717330,3616950,100380,-,1902991,1902991,1871784,31207,-,3508983,3508983,3475075,33908,-,Pennsylvania
State,3741219,3604005,3545309,58696,137214,1045151,1012394,973720,38674,32757,594246,543894,543894,0,50352,2101822,2047717,2027695,20022,54105,State
"Local, total",5525299,5525299,5418500,106799,0,2704936,2704936,2643230,61706,0,1359097,1359097,1327890,31207,0,1461266,1461266,1447380,13886,0,"Local, total"
Counties,2392217,2392217,2332863,59354,0,336228,336228,321967,14261,0,964948,964948,933741,31207,0,1091041,1091041,1077155,13886,0,Counties
Municipalities,2191020,2191020,2173245,17775,0,1463046,1463046,1445271,17775,0,357749,357749,357749,0,0,370225,370225,370225,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Rhode Island,804362,804362,778196,26166,-,435626,435626,420784,14842,-,146613,146613,140426,6187,-,222123,222123,216986,5137,-,Rhode Island
State,406892,406789,389252,17537,103,81380,81277,75044,6233,103,123996,123996,117812,6184,0,201516,201516,196396,5120,0,State
"Local, total",397573,397573,388944,8629,0,354349,354349,345740,8609,0,22617,22617,22614,3,0,20607,20607,20590,17,0,"Local, total"
Municipalities,251155,251155,248367,2788,0,216285,216285,213517,2768,0,14263,14263,14260,3,0,20607,20607,20590,17,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
South Carolina,2307954,2307954,2233844,74110,-,1193778,1193778,1137517,56261,-,358707,358707,349750,8957,-,755469,755469,746577,8892,-,South Carolina
State,814166,774355,768706,5649,39811,184010,174188,173215,973,9822,127834,98727,98693,34,29107,502322,501440,496798,4642,882,State
"Local, total",1536156,1533599,1465138,68461,2557,1020037,1019590,964302,55288,447,261948,259980,251057,8923,1968,254171,254029,249779,4250,142,"Local, total"
Counties,1018667,1013594,967704,45890,5073,539473,539473,506532,32941,0,227701,222634,213935,8699,5067,251493,251487,247237,4250,6,Counties
Municipalities,524948,520005,497434,22571,4943,481501,480117,457770,22347,1384,39841,37346,37122,224,2495,3606,2542,2542,0,1064,Municipalities
,,,,,,,,,,,,,,,,,,,,,
South Dakota,472178,472178,464686,7492,-,201265,201265,195895,5370,-,91267,91267,90531,736,-,179646,179646,178260,1386,-,South Dakota
State,227095,222996,218009,4987,4099,46310,43879,40904,2975,2431,54390,54037,53338,699,353,126395,125080,123767,1313,1315,State
"Local, total",249182,249182,246677,2505,0,157386,157386,154991,2395,0,37230,37230,37193,37,0,54566,54566,54493,73,0,"Local, total"
Counties,143945,143528,143058,470,417,55919,55662,55229,433,257,34750,34750,34713,37,0,53276,53116,53116,0,160,Counties
Municipalities,106316,105216,103181,2035,1100,102386,101286,99324,1962,1100,2480,2480,2480,0,0,1450,1450,1377,73,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Tennessee,3795833,3795833,3635444,160389,-,1854801,1854801,1784565,70236,-,765403,765403,700664,64739,-,1175629,1175629,1150215,25414,-,Tennessee
State,1520921,1263463,1238436,25027,257458,260921,253272,249427,3845,7649,305097,300757,291560,9197,4340,954903,709434,697449,11985,245469,State
"Local, total",2532370,2532370,2397008,135362,0,1601529,1601529,1535138,66391,0,464646,464646,409104,55542,0,466195,466195,452766,13429,0,"Local, total"
Counties,1244834,1244519,1162544,81975,315,543872,543740,520178,23562,132,318120,318066,272705,45361,54,382843,382713,369661,13052,130,Counties
Municipalities,1290222,1287851,1234464,53387,2371,1060160,1057789,1014960,42829,2371,146580,146580,136399,10181,0,83482,83482,83105,377,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Texas,16544174,16544174,16083459,460715,-,7615082,7615082,7401897,213185,-,3007867,3007867,2927270,80597,-,5921225,5921225,5754292,166933,-,Texas
State,5980833,5480789,5374761,106028,500044,1038324,1038324,1036434,1890,0,848852,734178,707674,26504,114674,4093657,3708287,3630653,77634,385370,State
"Local, total",11065770,11063385,10708698,354687,2385,6576916,6576758,6365463,211295,158,2275916,2273689,2219596,54093,2227,2212938,2212938,2123639,89299,0,"Local, total"
Counties,5750171,5750131,5522891,227240,40,1704309,1704296,1615092,89204,13,1857209,1857183,1808404,48779,26,2188653,2188652,2099395,89257,1,Counties
Municipalities,5312011,5299439,5172841,126598,12572,4859086,4858647,4737405,121242,439,418733,416506,411192,5314,2227,34192,24286,24244,42,9906,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Utah,1532359,1532359,1498159,34200,-,655055,655055,634745,20310,-,350748,350748,347588,3160,-,526556,526556,515826,10730,-,Utah
State,688599,678995,659118,19877,9604,151844,148321,139823,8498,3523,194134,188053,186027,2026,6081,342621,342621,333268,9353,0,State
"Local, total",857194,853364,839041,14323,3830,506874,506734,494922,11812,140,162695,162695,161561,1134,0,187625,183935,182558,1377,3690,"Local, total"
Counties,434368,430522,424011,6511,3846,142851,142744,138666,4078,107,103892,103843,102787,1056,49,187625,183935,182558,1377,3690,Counties
Municipalities,424920,422842,415030,7812,2078,366068,363990,356256,7734,2078,58852,58852,58774,78,0,0,0,0,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Vermont,405834,405834,396714,9120,-,188210,188210,180656,7554,-,80521,80521,79543,978,-,137103,137103,136515,588,-,Vermont
State,301918,292362,287349,5013,9556,88203,81455,77973,3482,6748,74233,74094,73151,943,139,139482,136813,136225,588,2669,State
"Local, total",113772,113472,109365,4107,300,107015,106755,102683,4072,260,6467,6427,6392,35,40,290,290,290,0,0,"Local, total"
Counties,15996,15885,15455,430,111,13027,12956,12552,404,71,2930,2890,2864,26,40,39,39,39,0,0,Counties
Municipalities,42059,41985,41301,684,74,40092,40018,39334,684,74,1718,1718,1718,0,0,249,249,249,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Virginia,5934090,5934090,5648397,285693,-,2337834,2337834,2159105,178729,-,1035532,1035532,981206,54326,-,2560724,2560724,2508086,52638,-,Virginia
State,3046381,2145258,2084897,60361,901123,577499,346512,322994,23518,230987,662860,534311,527771,6540,128549,1806022,1264435,1234132,30303,541587,State
"Local, total",3789478,3788832,3563500,225332,646,1991335,1991322,1836111,155211,13,501224,501221,453435,47786,3,1296919,1296289,1273954,22335,630,"Local, total"
Counties,1870956,1844517,1696762,147755,26439,1104644,1104631,984626,120005,13,304238,304235,277585,26650,3,462074,435651,434551,1100,26423,Counties
Municipalities,1438315,1419156,1359113,60043,19159,888171,886691,851485,35206,1480,198780,196986,175850,21136,1794,351365,335479,331778,3701,15886,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Washington,4816882,4816882,4655661,161221,-,1954297,1954297,1897528,56769,-,1135006,1135006,1114093,20913,-,1727579,1727579,1644040,83539,-,Washington
State,1741479,1611373,1534479,76894,130106,397980,286527,261990,24537,111453,303173,284520,281852,2668,18653,1040326,1040326,990637,49689,0,State
"Local, total",3205642,3205509,3121182,84327,133,1667881,1667770,1635538,32232,111,850486,850486,832241,18245,0,687275,687253,653403,33850,22,"Local, total"
Counties,1887068,1875673,1809303,66370,11395,592684,586322,571241,15081,6362,659999,659160,641514,17646,839,634385,630191,596548,33643,4194,Counties
Municipalities,1514951,1329083,1311187,17896,185868,1174113,1080695,1063605,17090,93418,209324,191326,190727,599,17998,131514,57062,56855,207,74452,Municipalities
,,,,,,,,,,,,,,,,,,,,,
West Virginia,1017620,1017620,986220,31400,-,387218,387218,367745,19473,-,277410,277410,273222,4188,-,352992,352992,345253,7739,-,West Virginia
State,600559,600502,577790,22712,57,84441,84441,72949,11492,0,215080,215023,211542,3481,57,301038,301038,293299,7739,0,State
"Local, total",421143,417118,408430,8688,4025,302817,302777,294796,7981,40,62387,62387,61680,707,0,55939,51954,51954,0,3985,"Local, total"
Counties,262958,258690,254513,4177,4268,151633,151630,148160,3470,3,55388,55106,54399,707,282,55937,51954,51954,0,3983,Counties
Municipalities,158430,158428,153917,4511,2,151147,151147,146636,4511,0,7281,7281,7281,0,0,2,0,0,0,2,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Wisconsin,4090590,4090590,3964552,126038,-,1873484,1873484,1799868,73616,-,662909,662909,661564,1345,-,1554197,1554197,1503120,51077,-,Wisconsin
State,1612908,1510381,1479829,30552,102527,147775,141636,141109,527,6139,354001,313275,312019,1256,40726,1111132,1055470,1026701,28769,55662,State
"Local, total",2580562,2580209,2484723,95486,353,1732201,1731848,1658759,73089,353,349634,349634,349545,89,0,498727,498727,476419,22308,0,"Local, total"
Counties,1313539,1312082,1254915,57167,1457,545516,544059,509289,34770,1457,274552,274552,274463,89,0,493471,493471,471163,22308,0,Counties
Municipalities,1227800,1226503,1190130,36373,1297,1154988,1153691,1117318,36373,1297,67556,67556,67556,0,0,5256,5256,5256,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Wyoming,582616,582616,555074,27542,-,241790,241790,218249,23541,-,126262,126262,123735,2527,-,214564,214564,213090,1474,-,Wyoming
State,280738,270750,269502,1248,9988,47640,47640,47598,42,0,87694,78920,78253,667,8774,145404,144190,143651,539,1214,State
"Local, total",311866,311866,285572,26294,0,194150,194150,170651,23499,0,47342,47342,45482,1860,0,70374,70374,69439,935,0,"Local, total"
Counties,178630,178630,171655,6975,0,72088,72088,67731,4357,0,36485,36485,34802,1683,0,70057,70057,69122,935,0,Counties
Municipalities,133236,133236,113917,19319,0,122062,122062,102920,19142,0,10857,10857,10680,177,0,317,317,317,0,0,Municipalities
,,,,,,,,,,,,,,,,,,,,,
Note: Local government data are estimates subject to variability.,,,,,,,,,,,,,,,,,,,,,
"a/For each state and the United States summary, the expenditure figures shown on the ""Local, total"" lines and the combined state-local total lines (opposite each state's name) exclude duplicative intergovernmental transactions.  Thus, the ""Local, total"" lines include intergovernmental payments only to the state government and the combined state-local total lines exclude all intergovernmental payments.",,,,,,,,,,,,,,,,,,,,,
